id,page_no,maker,title,recall_id,ctype,maker_detail,car_name,car_name_full,생산기간,시정기간,대상수량,장치분류,결함내용,시정방법,기타문의
1091,376,현대,G70 - R-MDPS 관련 리콜,3557,O,현대자동차(주),G70(IK),G70(IK),2019-10-23 ~ 2019-11-18,2020-07-30 ~,18 대,조향장치,R-MDPS의 볼스크류 부품 내부에 볼을 투입 후 조립하는 공정에서 볼이 정상 대비 적게 투입되어 주행 중 조향이 되지 않을 수 있는 가능성에 따른 리콜,점검 및 필요 시 R-MDPS 교환,제네시스 고객센터 080-700-6000
1092,377,현대,쏠라티(EU) 화물 밴 - ECU 관련 리콜,3551,O,현대자동차(주),쏠라티(EU) 화물 밴,쏠라티(EU) 화물 밴,2015-10-25 ~ 2018-09-29,2020-07-29 ~,22 대,원동기(엔진),차량이 화물자동차 최고속도제한 기준(90kph) 초과 운행 가능하여 자동차 및 자동차 부품의 성능과 기준에 관한 규칙 제54조(속도계 및 주행거리계) 기준을 만족하지 못함이 발견됨에 따른 리콜 (*미 조치 시 자동차 정기검사 부적합 또는 화물차 속도 위반이 될 수 있음),ECU 프로그램 업데이트 (최고속도제한값 변경 110→90kph),현대자동차 고객센터(상용) 080-200-6000
1093,378,비엠더블유,BMW 330i xDrive 등 4차종 - 타이로드 관련 리콜,3525,O,비엠더블유코리아(주),"BMW 330i xDrive, BMW X3 M, BMW X4 M, BMW Z4 sDrive20i","BMW 330i xDrive, BMW X3 M, BMW X4 M, BMW Z4 sDrive20i",2018-11-05 ~ 2019-04-29,2020-07-24 ~,239 대,조향장치,"타이로드의 내구성 부족으로 거친 노면에서의 주행 조건과 배기가스에서 방열되는 높은 온도가 가해지는 경우, 타이로드가 파손되어 정상적으로 조향이 되지 않을 수 있는 가능성에 따른 리콜
<*대상차량별 생산일자>
BMW 330i xDrive: 2018.11.05~2019.02.28
BMW X3 M: 2019.04.25~2019.04.26
BMW X4 M: 2019.04.17~2019.04.29
BMW Z4 sDrive20i: 2018.11.19~2019.02.26",개선된 타이로드로 교체,비엠더블유 리콜 전담 센터 080-700-8000
1094,379,르노자동차,MASTER - 히터 호스 관련 리콜,3535,O,르노코리아(주),MASTER,MASTER,2019-11-29 ~ 2020-06-02,2020-07-20 ~,533 대,연료장치,내경이 5mm인 히터호스가 8.5mm의 외경을 가지는 연결부위에 끼워지도록 제작되어 호스에 과도한 힘이 가해짐으로 인해 파손되어 누유가 발생할 수 있고 이로 인해 시동 꺼짐이 발생될 수 있는 가능성에 따른 리콜,"T 형 플라스틱 파트와 개선된 히터 호스로 교환 

<*일부 차량은 사전조치가 완료되어 추가 조치가 필요하지 않을 수 있으므로 자세한 사항은 제작사 고객센터로 문의 후 서비스센터를 방문하시기 바랍니다.>",르노삼성 엔젤센터 080-300-3000
1095,379,르노자동차,XM3 등 2차종 - 연료 펌프 모듈 관련 리콜,3534,O,르노코리아(주),"XM3 (TCe260), CAPTUR (TCe260)","XM3 (TCe260), CAPTUR (TCe260)",2019-12-17 ~ 2020-06-19,2020-07-20 ~,"19,993 대",연료장치,"연료 펌프 내부 구성품인 임펠러의 손상으로 인해 엔진으로의 연료 공급량이 감소하거나 연료 공급이 불가한 경우가 발생하여 가속불량, 재시동 불량 및 시동 꺼짐 발생 가능성이 확인됨에 따른 리콜
<*대상차량별 생산일자>
XM3 (TCe260): 2019.12.17~2020.06.19
CAPTUR (TCe260): 2019.12.23~2020.02.11","연료 펌프 모듈 교환

<*일부 차량은 사전조치가 완료되어 추가 조치가 필요하지 않을 수 있으므로 자세한 사항은 제작사 고객센터로 문의 후 서비스센터를 방문하시기 바랍니다.>",르노삼성 대표번호 080-300-3000
1096,379,볼보,S60 등 2차종 - EGR 냉각수 라인 관련 리콜,3547,O,(주)볼보자동차코리아,"S60, V60","S60, V60",2015-05-06 ~ 2016-02-09,2020-07-17 ~,22 대,배기장치,"EGR 냉각수 라인이 일부 주행 조건 및 환경에서 EGR 가스를 과도하게 냉각시켜 흡기 계통에 그을을음을 더 많이퇴적시키는 경우, 결함증상(흡기밸브 누설)이 발생하여 연소실의 고온 연소가스가 흡기 밸브를 통해 흡기 매니폴드로 누설됨으로 인해 흡기 매니 폴드가 열로 인해 변형 될 수 있고, 심각한 경우 엔진룸 안에서 국지적인 화재가 발생 될 수 있는 가능성에 따른 리콜
<*대상차량별 생산일자>
S60: 2015.05.06~2016.02.09
V60: 2015.08.26~2015.10.06","1. 흡기 매니폴드 안에 쌓이는 그을음을 최소화 하기 위해 기존의 저온 EGR 냉각수 라인을 반온열 EGR 냉각수 라인으로 교체
2. 흡기 밸브 누설을 감지하는 모니터링 소프트웨어를 적용
3. 흡기 매니폴드 압력 및 온도 센서(T-MAP Sensor)와 배기 매니폴드 압력 센서(E-MAP Sensor)의소 세척을 진행",볼보자동차 대표번호 1588-1777
1097,379,벤츠,AMG G 63 등 3차종 - 차동 기어 잠금장치 관련 리콜,3546,O,메르세데스벤츠코리아(주),"AMG G 63, G 350 d, G 500","AMG G 63, G 350 d, G 500",2018-06-01 ~ 2019-07-30,2020-07-17 ~,383 대,동력전달장치,"차축 오일에서 발생하는 황화 가스로 인해 차동 기어 잠금장치 내부저항의 전기 접점이 부식될 수 있고, 내부 저항이 손상되면 측정되는 전류 값은 실제 값보다 높게 나오게 되는데, 이런 경우 차동 기어 잠금장치 컨트롤 유닛과 엑추에이터 간의 통신이 차단되어 차동 기어 잠금 상태를 확실하게 판단할 수 없게 되므로 차동 기어 잠금장치의 시스템 구조상, 차동기어가 잠긴 것으로 간주하여 ESP 및 ABS 시스템이 모두 작동하지 않을 수 있음이 확인됨에 따른 리콜
<*대상차량별 생산일자>
AMG G 63: 2018.07.09~2019.07.30
G 350 d: 2018.06.01
G 500: 2018.10.12~2018.11.28",차동 기어 잠금장치 점검 및 필요 시 교체,벤츠코리아 대표번호 080-001-1886
1098,379,벤츠,GLA 220 등 2차종 - 뒷면 방향 지시등 관련 리콜,3545,O,메르세데스벤츠코리아(주),"GLA 220, GLA 250 4MATIC","GLA 220, GLA 250 4MATIC",2019-11-06 ~ 2019-11-14,2020-07-17 ~,3 대,등화장치,"공급 업체 생산 오류로 인하여 뒷면 방향지시등 반사경이 규정에 맞지 않게 제작된 경우, 방향 지시등의 광도 기준값을 충족하지 못할 수 있으며, 이는 자동차 및 자동차 부품의 성능과 기준에 관한 규칙 제44조를 만족시키지 못함이 확인됨에 따른 리콜
<*대상차량별 생산일자>
GLA 220: 2019.11.08~2019.11.14
GLA 250 4MATIC: 2019.11.06~2019.11.06",뒷면 방향지시등 교체,벤츠코리아 대표번호 080-001-1886
1099,380,벤츠,Mercedes-AMG GLC 43 4MATIC Coupe 등 3차종 - 뒤 좌측 시트 등받이 잠금장치 관련 리콜,3544,O,메르세데스벤츠코리아(주),"Mercedes-AMG GLC 43 4MATIC Coupe, Mercedes-AMG GLC 43 4MATIC, Mercedes-AMG GT 43 4MATIC+","Mercedes-AMG GLC 43 4MATIC Coupe, Mercedes-AMG GLC 43 4MATIC, Mercedes-AMG GT 43 4MATIC+",2020-01-24 ~ 2020-02-14,2020-07-17 ~,15 대,승차 및 실내장치,"생산 과정의 오류로 인해 뒤 좌측 등받이의 전자식 잠금장치의 강도가 부족하게 제작된 경우 차량 충돌 시 트렁크에 적재되어 있는 화물이 시트 등받이에 부딪혀 잠금장치가 파손될 수 있으며, 이런 경우 좌석 승객의 부상 위험이 증가 될 수 있는 가능성에 따른 리콜
<*대상차량별 생산일자>
Mercedes-AMG GLC 43 4MATIC Coupe: 2020.01.24~2020.02.10
Mercedes-AMG GLC 43 4MATIC: 2020.01.24~2020.02.04
Mercedes-AMG GT 43 4MATIC+: 2020.02.14",뒤 좌측 시트 등받이 잠금장치 교체,벤츠코리아 대표번호 080-001-1886
1100,380,기아,카니발 - 알터네이터 관련 리콜,3543,O,기아 주식회사,카니발(YP),카니발(YP),2019-07-26 ~ 2020-04-06,2020-07-16 ~,"4,230 대",전기장치,알터네이터 B+ 단자쪽 너트의 조립 불량으로 저속 주행 시 해당 부위 과열 및 화재 발생 가능성에 따른 리콜,알터네이터 B+ 단자 조립 상태 점검 및 정비,기아자동차 대표번호 080-200-2000
1101,380,기아,쏘울 EV - 감속기 관련 리콜,3542,O,기아 주식회사,쏘울 EV (PS EV),쏘울 EV (PS EV),2014-04-16 ~ 2016-06-27,2020-07-16 ~,"2,078 대",동력전달장치,"주행 중 비정상적 사용(변속레버 P단 진입)을 반복할 경우, 감속기 내부 부품이 마모되어 P단 주차 시 간헐적으로 차량 밀림이 발생할 수 있는 가능성에 따른 리콜","EPB 개선 소프트웨어 업데이트

<*단, 대상 차량 중 기존 무상수리 실시로 이미 개선 조치가 완료되어 추가로 조치가 필요하지 않는 경우가 있을 수 있으므로 자세한 사항은 제작사 고객센터에 문의 후 서비스센터를 방문하시기 바랍니다.>",기아자동차 대표번호 080-200-2000
1102,380,현대,아반떼 - 운전석 에어백 인플레이터 관련 리콜,3531,O,현대자동차(주),아반떼(HD),아반떼(HD),2008-09-30 ~ 2009-02-19,2020-07-16 ~,"2,730 대",승차 및 실내장치,"충돌 사고로 인한 운전석 에어백 전개 시 인플레이터 내부 가스 배출이 정상적으로 되지 않아 내부 압력 증가로 인플레이터 용기가 파손되는 경우 승객이 상해를 입을 수 있는 가능성에 따른 리콜
<*대상차량별 생산일자>
아반떼(HD): 2008.09.30~2008.11.17
아반떼(HD): 2009.01.31~2009.02.19",운전석 에어백 모듈 내 인플레이터 교환,현대자동차 대표번호 080-600-6000
1103,380,현대,유니버스 - 클러치부스터 고정 플레이트 관련 리콜,3530,O,현대자동차(주),유니버스,유니버스,2015-02-16 ~ 2016-11-25,2020-07-16 ~,47 대,동력전달장치,"클러치부스터 고정볼트 조립 불량으로 일부 차량에 정상 대비 길이가 긴 볼트가 조립되어 고정 플레이트가 변형될 수 있으며, 변형된 상태로 지속 운행 시 해당 부품의 파손으로 파편에부 의해 인근 차량에 피해가 발생될 수 있는 가능성에 따른 리콜",클러치부스터 고정 플레이트 정상 체결 여부 점검 및 필요 시 교환,현대자동차 대표번호 080-600-6000
1104,381,현대,GV80 - 주행가능거리 표시 장치 관련 리콜,3521,O,현대자동차(주),GV80(JX1),GV80(JX1),2019-11-07 ~ 2020-06-18,2020-07-06 ~,"15,997 대",승차 및 실내장치,"상경사로 정차 시 연료탱크 내 연료가 한쪽으로 쏠리는 현상으로 계기판 내 주행가능거리가 과도하게 높게 표시되어, 계기판 주행가능거리 표시에 따라 지속 주행할 경우 주행가능거리 이전에 연료 부족으로 주행 중 시동꺼짐이 발생될 수 있는 가능성에 따른 리콜 (*연료부족 경고등은 정상 작동되므로 경고등 점등 시 신속히 연료 주입 필요함)",계기판 소프트웨어 업데이트,제네시스 고객센터 080-700-6000
1105,382,벤츠,S 560 등 4차종 - 엔진오일 마개 관련 리콜,3523,O,메르세데스벤츠코리아(주),"S 560, S 560 4MATIC, MAYBACH S 560, MAYBACH S 560 4MATIC","S 560, S 560 4MATIC, MAYBACH S 560, MAYBACH S 560 4MATIC",2017-03-17 ~ 2018-10-25,2020-07-03 ~,"3,150 대",원동기(엔진),"개빌과정 중 오류로 인해, 엔진오일 마개가 주행 중 최대 하중을 버티지 못하는 경우 역동적인 주행 시 발생하는 높은 엔진오일 압력으로 인해 마개로부터 엔진오일이 누유될 수 있는 가능성에 따른 리콜
<*대상차량별 생산일자>
S 560: 2017.04.07~2018.06.12
S 560 4MATIC: 2017.03.17~2018.10.25
MAYBACH S 560: 2018.05.14
MAYBACH S 560 4MATIC: 2017.03.30~2018.10.09",엔진오일 마개 재작업,벤츠코리아 대표번호 080-001-1886
1106,382,비엠더블유,MINI Cooper 등 9차종 - 연료탱크 환기밸브 관련 리콜,3522,O,비엠더블유코리아(주),"MINI Cooper, Cooper Clubman, Cooper Convertible, Cooper five-door, Cooper S, Cooper S Clubman,Cooper S Convertible, Cooper S five-door, John Cooper Works","MINI Cooper, Cooper Clubman, Cooper Convertible, Cooper five-door, Cooper S, Cooper S Clubman,Cooper S Convertible, Cooper S five-door, John Cooper Works",2013-12-16 ~ 2017-11-30,2020-07-03 ~,"12,409 대",연료장치,"연료탱크 환기밸브 오작동으로 인해 배기가스 경고등이 점등 될 수 있는 가능성에 따른 리콜
<*대상차량별 생산일자는 상이할 수 있으므로 자세한 사항은 제작사 고객센터로 문의주시기 바랍니다.>",연료탱크 환기밸브 교체,MINI코리아 대표번호 080-700-8000
1107,384,르노자동차,QM3 - 산소감지기(센서) 관련 리콜,3509,O,르노코리아(주),QM3 K9K (1.5디젤),QM3 K9K (1.5디젤),2017-07-01 ~ 2019-05-09,2020-06-26 ~,"12,395 대",배기장치,산소감지기(센서)의 결함으로 인하여 계기판에 경고등이 점등될 수 있는 가능성에 따른 리콜,산소감지기(센서) 교환,르노삼성 엔젤센터 080-300-3000
1108,386,비엠더블유,BMW i8 Roadster - 휠 관련 리콜,3497,O,비엠더블유코리아(주),BMW i8 Roadster,BMW i8 Roadster,2018-04-20 ~ 2018-09-21,2020-06-12 ~,34 대,동력전달장치,"휠을 생산하는 과정에서 휠 규격을 타각하는 공정의 오류로 인해 휠의 직경을 의미하는 ""J"" 표기가 누락 됨. (*이는 자동차 및 자동차 부품의 성능과 기준에 관한 규칙 제112조의11 및 동 규칙 별표 30의7, 2자동차 휠의 표기 기준을 충족하지 않음)",정상적으로 생산된 휠로 교체,비엠더블유 리콜 전담 센터 080-700-8000
1109,387,현대,싼타페 - 자동차안정성제어장치(ESC) 관련 리콜,3492,O,현대자동차(주),싼타페(TM),싼타페(TM),2018-09-14 ~ 2019-11-25,2020-06-05 ~,"111,609 대",제동장치,브레이크 호스 내 공기빼기 작업 미흡으로 ESC 작동 조건에서 차량의 측방향 미끄러짐이 일부 발생할 수 있는 가능성으로 자동차 및 자동차 부품의 성능과 기준에 관한 규칙 제90조의2 기준을 만족하지 못함이 확인됨에 따른 리콜,브레이크 호스 내 공기빼기 작업 실시,현대자동차 대표번호 080-600-6000
1110,387,벤츠,G 350 d 등 3차종 - 뒷문 어린이 보호 잠금 표시 관련 리콜,3494,O,메르세데스벤츠코리아(주),"G 350 d, G 500, Mercedes-AMG G 63","G 350 d, G 500, Mercedes-AMG G 63",2018-06-01 ~ 2019-07-30,2020-06-04 ~,381 대,차대(프레임)/차체,"생산 과정의 오류로 인해 뒷문에 어린이 보호 잠금 표시가 잘못 타각되어 있는 경우 운전자가 잠금 장치의 상태를 실제와 반대로 인식 할 수 있는 가능성에 따른 리콜
<*대상차량별 생산일자>
G 350 d: 2018.06.01
G 500: 2018.10.12~2018.11.28
Mercedes-AMG G 63: 2018.07.09~2019.07.30",뒷문 잠금 표시 정상 라벨 부착,벤츠코리아 대표번호 080-001-1886
1111,388,기아,그랜드카니발 - 연료 공급 파이프 관련 리콜,3487,O,기아 주식회사,그랜드카니발(VQ),그랜드카니발(VQ),2010-04-09 ~ 2014-03-31,2020-05-25 ~,757 대,원동기(엔진),연료 공급 파이프 제조 불량으로 파이프의 두께가 불균일 하여 장시간 사용 시 연료 공급 파이프 일부 손상에 의한 누유로 인해 화재가 발생할 수 있는 가능성에 따른 리콜,연료 공급 파이프 개선품 교환,기아자동차 대표번호 080-200-2000
1112,388,기아,카니발 등 2차종 - ABS/ESC 모듈 관련 리콜,3486,O,기아 주식회사,"카니발(VQ), 쏘렌토(BL)","카니발(VQ), 쏘렌토(BL)",2005-06-10 ~ 2009-12-14,2020-05-25 ~,"113,498 대",제동장치,"일부 노후차량에서 ABS/ESC 모듈 전원부에 오일 또는 수분 등의 이물질이 장기간에 걸쳐 미세 유입되는 경우 ABS/ESC모듈 내부 전기적 쇼트(합선)로 소손되어 화재가 발생될 수 있는 가능성에 따른 리콜
<*대상차량별 생산일자>
카니발(VQ): 2005.06.10~2009.12.14
쏘렌토(BL): 2006.04.10~2008.12.01",ABS/ESC 모듈의 전원공급 제어 스위치 장착,기아자동차 대표번호 080-200-2000
1113,389,현대,싼타페 - ABS/ESC 모듈 관련 리콜,3485,O,현대자동차(주),싼타페(CM),싼타페(CM),2005-03-16 ~ 2009-07-09,2020-05-25 ~,"181,124 대",제동장치,일부 노후차량에서 ABS/ESC 모듈 전원부에 오일 또는 수분 등의 이물질이 장기간에 걸쳐 미세 유입되는 경우 ABS/ESC모듈 내부 전기적 쇼트(합선)로 소손되어 화재가 발생될 수 있는 가능성에 따른 리콜,ABS/ESC 모듈의 전원공급 제어 스위치 장착,현대자동차 대표번호 080-600-6000
1114,389,비엠더블유,BMW 520d 등 4차종 - 헤드 에어백 관련 리콜,3484,O,비엠더블유코리아(주),"BMW 520d, BMW 730d xDrive, BMW 740d xDrive, BMW 740e iPerformance","BMW 520d, BMW 730d xDrive, BMW 740d xDrive, BMW 740e iPerformance",2016-07-11 ~ 2017-04-05,2020-05-22 ~,50 대,승차 및 실내장치,"헤드 에어백을 생산하는 과정에서 에어백을 팽창시키는 압축가스 추진제 내에 높은 습기가 내표된 경우 에어백 전개 시 과도한 폭발압력이 발생하여 추진장치의 가스 분출장치가 에어백 하우징과 분리되며 압축가스의 압력이 누설됨으로써 에어백이 불충분하게 팽창되어 탑승자를 완벽하게 보호하지 못하거나 분리된 에어백 부품들이 실내로 날아와 상해를 입힐 수 있는 가능성에 따른 리콜
<*대상차량별 생산일자>
BMW 520d: 2016.11.28
BMW 730d xDrive: 2017.04.05
BMW 740d xDrive: 2016.07.11~2017.01.18
BMW 740e iPerformance: 2016.07.28~2016.08.22","헤드 에어백 교체
<*차량 또는 차량 제작년월일에 따라 교체하는 헤드 에어백의 위치(예: 좌측, 우측, 좌측 및 우측)가 다를 수 있으므로 자세한 사항은 제작사 고객센터로 문의주시기 바랍니다.>",비엠더블유 리콜 전담 센터 080-700-8000
1115,389,벤츠,C 180 등 36차종 - 슬라이딩 선루프 관련 리콜,3481,O,메르세데스벤츠코리아(주),"C 180,  C 180 KOMPRESSOR, C 200 KOMPRESSOR, C 220 CDI, C 230, C 230 KOMPRESSOR, C 240, C 240 4MATIC, C 280, C 280 4MATIC, C 32 AMG,C 320, C 320 4MATIC, CLK 240, CLK 320, CLK 350, CLK 500, CLS 350, CLS 350 CGI, CLS 500, CLS 55 AMG, CLS 550, CLS 63 AMG, E 2","C 180,  C 180 KOMPRESSOR, C 200 KOMPRESSOR, C 220 CDI, C 230, C 230 KOMPRESSOR, C 240, C 240 4MATIC, C 280, C 280 4MATIC, C 32 AMG,C 320, C 320 4MATIC, CLK 240, CLK 320, CLK 350, CLK 500, CLS 350, CLS 350 CGI, CLS 500, CLS 55 AMG, CLS 550, CLS 63 AMG, E 200  KOMPRESSOR, E 220 CDI, E 240, E 280, E 280 4MATIC, E 320, E 320 4MATIC, E 350, E 350 4MATIC, E 500, E 500 4MATIC, E 55 AMG, E 550",2000-06-09 ~ 2010-07-14,2020-05-15 ~,"11,480 대",기타장치,"공급업체가 특정 생산 기간 동안 프라이머(접착제) 도포 후 충분히 건조하지 않은 상태로 유리 패널을 부착하여 접합부의 접착력이 시간이 지남에 따라 점차 약화되는 경우 접합부의 내구성이 떨어져 유리 패널이 차량에서 완전히 분리될 수 있는 가능성에 따른 리콜
<*대상차량별 생산일자>
C 180: 2001.04.04~2002.05.15
C 180 KOMPRESSOR: 2002.06.11~2006.04.27
C 200 KOMPRESSOR: 2000.06.09~2005.07.06
C 220 CDI: 2005.01.10
C 230: 2005.09.13~2007.02.28
C 230 KOMPRESSOR: 2003.05.27~2005.06.03
C 240: 2000.07.17~2004.04.23
C 240 4MATIC: 2003.03.27~2004.07.28
C 280: 2006.07.27
C 280 4MATIC: 2006.10.20~2006.11.13
C 32 AMG: 2002.02.27
C 320: 2002.03.28~2003.04.02
C 320 4MATIC: 2003.04.29~2005.02.16
CLK 240: 2002.01.15~2003.10.27
CLK 320: 2002.01.22~2005.05.02
CLK 350: 2005.06.07~2006.02.20
CLK 500: 2002.05.30
CLS 350: 2004.10.22~2010.07.14
CLS 350 CGI: 2008.02.07
CLS 500: 2004.09.22~2006.01.09
CLS 55 AMG: 2004.12.08~2006.02.28
CLS 550: 2006.07.14~2007.12.10
CLS 63 AMG: 2006.07.26~2008.12.11
E 200 KOMPRESSOR: 2002.09.27~2008.09.16
E 220 CDI: 2005.02.25~2009.01.19
E 240: 2002.02.19~2004.12.13
E 280: 2005.06.22~2008.12.15
E 280 4MATIC: 2007.05.22
E 320: 2002.03.18~2004.11.10
E 320 4MATIC: 2004.03.24~2004.11.17
E 350: 2004.12.07~2008.11.27
E 350 4MATIC: 2005.04.22~2008.05.28
E 500: 2002.04.24~2005.10.04
E 500 4MATIC: 2004.02.19
E 55 AMG: 2002.09.26~2004.11.09
E 550: 2007.02.02","유리 패널 접합부 점검, 필요 시 슬라이딩 선루프 교체",벤츠코리아 대표번호 080-001-1886
