id,page_no,maker,title,recall_id,ctype,maker_detail,car_name,car_name_full,생산기간,시정기간,대상수량,장치분류,결함내용,시정방법,기타문의
325,74,현대,아이오닉5 등 5차종 - 통합충전제어장치(ICCU) 관련 리콜,5508,O,현대자동차(주),"아이오닉5 (NE), 아이오닉6 (CE), GV60(JW), GV70(JK) EV, G80(RG3) EV","아이오닉5 (NE), 아이오닉6 (CE), GV60(JW), GV70(JK) EV, G80(RG3) EV",2020-10-09 ~ 2024-11-15,2024-12-05 ~,"119,774 대",동력전달장치 기타,"통합충전제어장치(ICCU) 리콜 소프트웨어 로직 미흡으로 인해 저전압 배터리가 충전 불가한 상황이 발생하여, 주행 중 단계적 속도제한 및 지속 주행 시 차량이 멈출 수 있는 가능성이 있는 결함이 존재하는 것으로 확인됨에 따른 리콜
<대상차량별 생산일자>
아이오닉5 (NE): 2020.10.09~2024.03.22
아이오닉6 (CE): 2022.02.21~2024.10.28
GV60(JW): 2021.03.05~2024.10.22
GV70(JK) EV: 2022.02.11~2024.11.14
G80(RG3) EV: 2021.06.08~2024.11.15","통합충전제어장치(ICCU) 소프트웨어 업데이트 (점검 후 특정 고장코드 진단 시 부품 교환)
<단,
일부 차량의 경우 이미 리콜에 해당하는 조치가 완료되어 추가 조치는 필요하지 않을 수 있으므로, 자세한 사항은 제작사 고객센터(080-600-6000 / 080-700-6000)으로 문의
하여 주시기 바랍니다.>",현대자동차 대표번호 080-600-6000 / 제네시스 대표번호 080-700-6000
326,74,현대,포터2 EV - 프로펠러 샤프트 관련 리콜,5507,O,현대자동차(주),포터2 EV (HR EV),포터2 EV (HR EV),2019-07-19 ~ 2022-03-31,2024-12-05 ~,"29,115 대",동력전달장치 기타,프로펠러 샤프트와 배터리 케이스 간격 협소로 인해 프로펠러 샤프트 파손 시 모터에서 발생하는 회전 구동력 전달 불가로 동력 상실 가능성이 확인됨에 따른 리콜,프로펠러 샤프트 점검 후 개선품 교환 및 배터리 케이스 절삭,현대자동차 대표번호 080-600-6000
327,75,벤츠,CLS 400 d 4MATIC 등 9차종 - 엔진 컨트롤 유닛 관련 리콜,5522,O,메르세데스벤츠코리아(주),"CLS 400 d 4MATIC, G 400 d, GLE 400 d 4MATIC, GLE 400 d 4MATIC Coupe, GLS 400 d 4MATIC, S 350 d, S 350 d 4MATIC, S 400 d, S 400 d 4MATIC","CLS 400 d 4MATIC, G 400 d, GLE 400 d 4MATIC, GLE 400 d 4MATIC Coupe, GLS 400 d 4MATIC, S 350 d, S 350 d 4MATIC, S 400 d, S 400 d 4MATIC",2017-02-09 ~ 2023-04-14,2024-12-04 ~,"30,981 대",원동기(동력발생장치) 기타,"엔진 저부하 시 연료 레일의 과한 압력이 발생될 수 있으며, 이런 경우 계기반에 엔진 경고등이 점등될 수 있고, 차량이 림프-홈 모드로 전환될 수 있는 가능성이 확인됨에 따른 리콜",엔진 컨트롤 유닛 소프트웨어 업데이트,벤츠코리아 대표번호 080-001-1886
328,76,비엠더블유,BMW 740d xDrive 등 6차종 EGR 쿨러 바이패스 플랩 커버 관련 리콜,5497,O,비엠더블유코리아(주),"BMW 740d xDrive, X5 xDrive30d, X5 xDrive40d, X6 xDrive30d M Sport, X6 xDrive40d, X7 xDrive40d","BMW 740d xDrive, X5 xDrive30d, X5 xDrive40d, X6 xDrive30d M Sport, X6 xDrive40d, X7 xDrive40d",2022-07-20 ~ 2023-10-24,2024-11-27 ~,"2,068 대",원동기(동력발생장치) 기타,"EGR 쿨러의 바이패스 플랩 커버의 나사가 풀리거나 이탈된 경우 소음, 악취가 발생할 수 있으며 경우에 따라 주변 부품(엔진커버, 레일압력 센서 등)이 손상될 수 있습니다. 레일 압력 센서가 손상될 경우 엔진 경고등 및 경고 메시지가 표시되며 차량은 안전 모드로 전환되나, 매우 드문 경우 엔진 룸 내 화재 발생을 배제 할 수 없는 가능성에 따른 리콜
<대상차량별 생산일자>
BMW 740d xDrive: 2022. 10. 13 ~ 2023. 08. 30
BMW X5 xDrive30d: 2023. 02. 28 ~ 2023. 10. 24
BMW X5 xDrive40d: 2023. 08. 08 ~ 2023. 10. 03
BMW X6 xDrive30d M Sport: 2023. 03. 01 ~ 2023. 10. 24
BMW X6 xDrive40d: 2023. 08. 08 ~ 2023. 08. 26
BMW X7 xDrive40d: 2022. 07. 20 ~ 2023. 09. 22","EGR 쿨러의 바이패스 플랩 커버 고정 나사를 재조임하고 그을음 흔적이 있을 경우 EGR 모듈을 교체
<단, 일부 차량의 경우
2023년 12월 11일 부로 시행된 무상수리와 동일한 내용으로 무상수리를 통하여 본 조치가 이미 완료되어 추가 조치가 필요하지 않을 수 있음. 자세한 조치 완료 여부에 대해서는 리콜전담센터 (080-269-5181) 또는 가까운 서비스센터에 문의
해 주시기 바랍니다.>",비엠더블유 대표번호 080-269-5181
329,76,비엠더블유,BMW iX1 xDrive30 등 4차종 - B 필러 보강판 점검 관련 리콜,5496,O,비엠더블유코리아(주),"BMW iX1 xDrive30, X1 M35i xDrive, X1 sDrive18d, X1 xDrive20i","BMW iX1 xDrive30, X1 M35i xDrive, X1 sDrive18d, X1 xDrive20i",2024-09-17 ~ 2024-10-21,2024-11-27 ~,214 대,차체(바디),"B필러가 제조 과정의 오류(B필러 제조 공급사의 라벨링 오류)로 인해 미 승인된 강철코일로 제조 된 제작결함에 따른 리콜
<대상차량별 생산일자>
BMW iX1 xDrive30: 2024.09.19~2024.10.18
BMW X1 M35i xDrive: 2024.09.30~2024.10.02
BMW X1 sDrive18d: 2024.09.18~2024.10.16
BMW X1 xDrive20i: 2024.09.17~2024.10.21","차량의 B필러 제조번호를 확인하고, 미승인된 강철코일이 사용된 B필러는 교체",비엠더블유 리콜 전담센터 080-269-5181
330,76,벤츠,E 220 d 등 3차종 - 배기 및 소음방지장치 (NOx 센서) 관련 리콜,5506,O,메르세데스벤츠코리아(주),"E 220 d, E 220 d 4MATIC, E 220 d Coupe","E 220 d, E 220 d 4MATIC, E 220 d Coupe",2015-12-23 ~ 2018-01-25,2024-11-26 ~,"18,157 대",원동기(동력발생장치) 기타,"배기가스 배출량이 기준치를 초과할 수 있는 가능성에 따른 리콜
<대상차량별 생산일자>
E 220 d : 2015.12.23 ~ 2017.12.04
E 220 d 4MATIC : 2016.09.21 ~ 2018.01.25
E 220 d Coupe : 2016.11.09 ~ 2017.11.27","SCR 촉매 장치의 상류 및 하류 NOx 센서 점검, 필요시 교체",벤츠코리아 대표번호 080-001-1886
331,76,볼보,S90 등 3차종 - 브레이킈 페달과 부스터를 연결하는 푸시 로드 관련 리콜,5493,O,(주)볼보자동차코리아,"S90, XC90, XC60","S90, XC90, XC60",2019-06-28 ~ 2019-12-11,2024-11-26 ~,39 대,제동장치 기타,"일부 차량에서 브레이크 페달과 부스터를 연결하는 푸시 로드가 공급 업체의 부품 조립 공정상 오류로 인해 올바르 토크로 체결되지 않았을 수 있으며, 이런 경우 소음과 불안정한 페달 작동과 같은 현상이 발생할 수 있음. 브레이크 페달과 부스터간의 물리적 연결이 해제될 경우 브레이크 페달을 이용한 제동이 불가하게 되어 사고 발생 가능성이 증가할 수 있는 가능성에 따른 리콜 (다만, 긴급제동장치(AEB)와 전자식 주차 브레이크 기능을 사용한 제동은 가능함)
<대상차량별 생산일자>
S90: 2019.08.07~2019.12.11
XC90: 2019.08.14~2019.10.11
XC60: 2019.06.28~2019.09.13",푸시 로드를 제원에 따른 규정토크로 다시 체결하는 작업을 진행,볼보자동차 대표번호 1588-1777
332,76,볼보 FH 트랙터 캡 상단 트림판넬 고ㅁ볼보트럭,FH 트랙터 - 캡 상단 하부 트림판넬 관련 리콜정불량,5492,O,볼보트럭코리아(주),FH 트랙터,FH 트랙터,2024-05-21 ~ 2024-05-21,2024-11-25 ~,1 대,차체/차대 기타,"작업자 작업공정 미준수(캡 상단 하부 트림판넬 고정 불량 가능성)로 인해 주행 중 캡 상단 트림판넬이 떨어질 수 있고, 이로 인하여 다른 차량 및 보행자 안전에 영향을 줄 수 있는 가능성에 따른 리콜",캡 상단 하부 트림판넬 고정상태 점검 및 재장착,볼보트럭코리아 대표번호 080-038-1000
333,77,기아,카렌스 - 전자제어유압장치 관련 리콜,5490,O,기아 주식회사,카렌스 (RP),카렌스 (RP),2013-03-08 ~ 2018-07-23,2024-11-25 ~,"23,090 대",제동장치 기타,전자제어유압장치(HECU) 내부 회로 기판의 전기적 합선에 의한 엔진룸 소손 발생 가능성에 따른 리콜,엔진룸 정션박스내 HECU 관련 퓨즈를 개선으로 교환,기아자동차 대표번호 080-200-2000
334,77,르노코리아,SM3 Z.E. - 고전압배터리 관련 리콜,5489,O,르노코리아(주),SM3 Z.E.,SM3 Z.E.,2017-09-25 ~ 2020-02-27,2024-11-25 ~,"3,156 대",전기장치 기타,"고전압배터리 내부 셀에서 미세한 단락으로 인하여 발생하는 것으로 추정되며, 극히 드물게 충전 또는 충전 이후 화재가 발생할 수 있음이 확인됨에 따른 리콜
<대상차량별 생산일자>
SM3 Z.E. (B2H35-4Z): 2017.09.25~2020.02.27
SM3 Z.E. B2H36-4Z, 판매 후 고전압배터리 교환 차량, 튜닝 승인): 2013.08.13~2016.06.28","1) 고전압배터리 진단 기준을 강화한 2차 BMS 안전진단 소프트웨어 업데이트
2) 2차 BMS 안전진단 소프트웨어 업데이트 후, 고전압배터리 관련 해당 경고등이 발생된 경우 고전압배터리를 교체 또는 수리
<*1차 시정조치를 통해 고전압배터리를 교체한 차량은 BMS 안전진단 소프트웨어 업데이트만 실시하며, 특정기간에 제조된 셀이 적용된 차량은 고전압배터리를 교체해드립니다. 교체 작업은 교체 가능 업소에서 예약제로 진행되니, 대상 확인 및 예약은 고객센터(080-300-3000)로 문의하여 주시기 바랍니다.>",르노코리아 대표번호 080-300-3000
335,77,벤츠,"S 350 d 등 3차종 - 비상 통신 모듈, eCall 관련 리콜",5486,O,메르세데스벤츠코리아(주),"S 350 d , S 400 d 4MATIC , Maybach S 580 4MATIC","S 350 d , S 400 d 4MATIC , Maybach S 580 4MATIC",2020-07-22 ~ 2021-04-23,2024-11-22 ~,5 대,승차 및 실내장치 기타,"비상 통신 모듈의 소프트웨어 오류로 차량 사고 발생 시 비상 통화 기능을 자동 또는 수동으로 사용하지 못할 수 있고, 또한 차량 위치 데이터가 전송되지 않을 수 있으며, 이런 경우 사고 발생 시 초기 구조 활동이 지연되어 승객의 부상 위험을 증가시킬 수 있는 가능성에 따른 리콜",개선된 비상 통신 모듈 소프트웨어 업데이트,벤츠코리아 대표번호 080-001-1886
336,77,벤츠,"AMG S 63 4MATIC Convertible - 차량 제원(전, 후 축 중량) 관련 리콜",5485,O,메르세데스벤츠코리아(주),AMG S 63 4MATIC Convertible,AMG S 63 4MATIC Convertible,2017-08-11 ~ 2019-02-06,2024-11-22 ~,47 대,기타장치 기타,"문서화 작업 오류로 인하여 자기 인증 시 제원 통보된 차량의 전, 후축의 중량 수치가 잘못 제출되어 실제 차량 제원가 차이가 있으며, 이런 경우 차량 검사 시 부적합을 받을 수 있음이 확인됨에 따른 리콜 (이는 자동차 및 자동차부품의 성능과 기준에 관한 규칙 제115조(제원의 허용차)에서 정하는 기준에 부적합 할 수 있음)","제원 정정을 통한 시정 조치를 행정적으로 실시하는 것으로, 차량등록증을 재교부 받거나 문제가 있는 부품을 교환하는 별도의 조치는 필요하지 않음",벤츠코리아 대표번호 080-001-1886
